GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052
"G4200970","1980","A","1","2","Pennsylvania","42",,"Northumberland","097",,,,,,,,,,,,,"06",,,,,,,,"NORTHUMBERLAND COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",100381,47435,52946,99956,162,44,1,1,20,4,25,16,26,29,1,4,0,92,100080,84,64,2,151,1240,2447,2384,1262,1333,4356,6045,1637,1759,1840,1691,1517,1414,1408,1438,4439,7219,6602,10632,11002,6407,2521,3638,10256,4767,1127,645,1262,1238,631,688,2188,3104,858,922,922,851,768,695,652,694,2165,3623,3256,5221,5123,2954,1145,1542,4335,1654,299,595,1185,1146,631,645,2168,2941,779,837,918,840,749,719,756,744,2274,3596,3346,5411,5879,3453,1376,2096,5921,3113,828
"G4200990","1980","A","1","2","Pennsylvania","42","3240","Perry","099",,,,,,,,,,,,,"05",,,,,,,,"PERRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",35718,17719,17999,35607,28,15,0,0,9,2,2,7,11,1,0,0,0,36,35580,65,30,3,40,568,1105,1043,513,561,1845,2567,628,695,664,609,575,515,546,513,1789,3127,3028,4125,3644,1798,649,904,2284,1097,326,286,591,521,263,288,963,1319,353,368,341,339,291,245,285,257,838,1524,1543,2104,1763,864,315,425,1083,452,98,282,514,522,250,273,882,1248,275,327,323,270,284,270,261,256,951,1603,1485,2021,1881,934,334,479,1201,645,228
"G4201010","1980","B","1","2","Pennsylvania","42","6160","Philadelphia","101",,,,,,,,"77",,,,,"B",,,,,,,,"PHILADELPHIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1688210,782372,905838,983084,638878,2271,20,34,891,4987,3480,2904,3074,2038,306,35,49,46159,1624640,3656,46990,2298,10626,23369,42992,41841,20817,20450,69829,101776,27637,28916,29735,29796,30084,32540,32584,32336,97506,141715,115613,168687,173307,98392,38221,52697,146120,72684,18566,11725,21672,21221,10617,10417,35564,51097,13988,14599,15101,14907,15093,16205,15788,15604,46689,68157,54371,77442,79327,44120,16746,22549,58641,25250,5482,11644,21320,20620,10200,10033,34265,50679,13649,14317,14634,14889,14991,16335,16796,16732,50817,73558,61242,91245,93980,54272,21475,30148,87479,47434,13084
"G4201030","1980","A","1","2","Pennsylvania","42",,"Pike","103",,,,,,,,,,,,,"06",,,,,,,,"PIKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18271,8868,9403,18103,55,18,0,0,12,11,3,9,4,1,0,0,0,55,18026,23,114,35,73,231,383,401,190,205,697,1057,284,352,312,290,272,186,192,186,646,1192,1183,1988,2107,1340,506,779,2161,915,216,122,196,202,86,99,351,551,154,195,156,133,126,101,91,84,328,581,565,1004,1033,606,229,396,1032,388,59,109,187,199,104,106,346,506,130,157,156,157,146,85,101,102,318,611,618,984,1074,734,277,383,1129,527,157
"G4201050","1980","A","1","2","Pennsylvania","42",,"Potter","105",,,,,,,,,,,,,"02",,,,,,,,"POTTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",17726,8824,8902,17604,30,27,0,0,7,7,8,5,9,2,0,0,0,27,17663,30,14,0,19,266,546,503,279,248,980,1297,315,385,361,373,301,263,253,254,785,1272,1153,1887,1819,996,369,519,1373,680,249,150,266,279,146,139,549,687,168,210,187,195,154,130,116,137,400,624,573,923,887,482,187,244,637,268,86,116,280,224,133,109,431,610,147,175,174,178,147,133,137,117,385,648,580,964,932,514,182,275,736,412,163
"G4201070","1980","A","1","2","Pennsylvania","42",,"Schuylkill","107",,,,,,,,,,,,,"06",,,,,,,,"SCHUYLKILL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",160630,76416,84214,159776,310,67,4,0,21,70,25,86,77,38,1,0,0,155,160150,141,83,11,245,1968,3634,3632,1957,1919,6677,9491,2590,2685,2794,2667,2350,2265,2221,2242,6873,10895,10393,15808,18488,11262,4279,6585,17728,7528,1699,1021,1868,1879,1044,976,3499,4862,1333,1354,1474,1346,1154,1091,1053,1095,3509,5483,5262,7743,8766,5118,1936,2967,7385,2705,493,947,1766,1753,913,943,3178,4629,1257,1331,1320,1321,1196,1174,1168,1147,3364,5412,5131,8065,9722,6144,2343,3618,10343,4823,1206
"G4201090","1980","A","1","2","Pennsylvania","42",,"Snyder","109",,,,,,,,,,,,,"05",,,,,,,,"SNYDER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",33584,16632,16952,33316,145,24,1,0,5,2,2,7,15,19,1,0,0,47,33469,51,11,1,52,451,897,916,451,506,1570,2113,602,598,619,613,759,874,829,771,1748,2767,2520,3868,3416,1657,617,878,2260,1014,270,247,445,459,236,264,820,1062,325,312,318,299,386,442,432,407,881,1426,1298,1890,1678,777,281,447,1007,414,79,204,452,457,215,242,750,1051,277,286,301,314,373,432,397,364,867,1341,1222,1978,1738,880,336,431,1253,600,191
"G4201110","1980","A","1","2","Pennsylvania","42","3680","Somerset","111",,,,,,,,,,,,,"E",,,,,,,,"SOMERSET COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",81243,39450,41793,81024,57,30,1,0,7,30,20,8,15,8,0,1,0,42,81009,131,22,8,73,1224,2368,2321,1113,1146,3829,5124,1345,1385,1502,1408,1248,1230,1270,1284,4149,6354,5660,8294,8673,4990,1849,2674,6674,3160,969,646,1197,1189,590,587,1921,2699,692,722,757,745,616,602,628,643,2016,3252,2872,4133,4035,2343,798,1273,2995,1187,312,578,1171,1132,523,559,1908,2425,653,663,745,663,632,628,642,641,2133,3102,2788,4161,4638,2647,1051,1401,3679,1973,657
"G4201130","1980","A","1","2","Pennsylvania","42",,"Sullivan","113",,,,,,,,,,,,,"03",,,,,,,,"SULLIVAN COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",6349,3176,3173,6290,40,6,0,0,2,0,0,0,1,0,0,0,0,10,6314,18,5,3,9,84,140,154,81,63,239,385,113,124,182,215,150,134,129,97,260,417,376,573,654,364,159,220,632,311,93,36,78,85,35,32,124,196,54,58,108,114,86,75,75,54,122,234,195,278,324,174,72,107,296,139,25,48,62,69,46,31,115,189,59,66,74,101,64,59,54,43,138,183,181,295,330,190,87,113,336,172,68
"G4201150","1980","A","1","2","Pennsylvania","42","0960","Susquehanna","115",,,,,,,,,,,,,"02",,,,,,,,"SUSQUEHANNA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",37876,18619,19257,37693,46,44,0,0,7,2,6,12,22,1,1,1,0,41,37725,42,47,12,50,606,1114,1073,553,514,1930,2658,705,731,759,764,622,545,558,538,1656,2732,2703,4425,3745,2025,816,1182,3062,1454,406,306,572,541,302,247,988,1351,358,368,385,383,333,287,278,273,837,1369,1360,2206,1858,966,393,540,1429,567,122,300,542,532,251,267,942,1307,347,363,374,381,289,258,280,265,819,1363,1343,2219,1887,1059,423,642,1633,887,284
"G4201170","1980","A","1","2","Pennsylvania","42",,"Tioga","117",,,,,,,,,,,,,"02",,,,,,,,"TIOGA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",40973,19897,21076,40662,177,26,1,0,8,1,5,21,9,2,2,3,0,56,40811,72,35,1,54,609,1214,1125,580,591,1969,2879,761,800,821,849,958,954,882,870,2037,2916,2670,4650,3961,2034,814,1120,2894,1523,492,299,629,596,298,305,996,1459,390,423,408,422,462,418,393,410,1010,1451,1362,2284,1942,931,410,519,1355,583,142,310,585,529,282,286,973,1420,371,377,413,427,496,536,489,460,1027,1465,1308,2366,2019,1103,404,601,1539,940,350
"G4201190","1980","A","1","2","Pennsylvania","42",,"Union","119",,,,,,,,,,,,,"05",,,,,,,,"UNION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",32870,16822,16048,31685,919,27,0,0,13,24,13,21,15,17,4,0,2,130,32649,28,70,22,101,399,805,768,419,427,1378,1999,490,519,519,515,946,1155,1102,1104,1746,2643,2523,3780,3225,1596,559,722,1985,1118,428,220,404,389,211,231,716,1012,244,262,279,257,479,583,584,597,920,1472,1443,2075,1665,762,268,336,887,405,121,179,401,379,208,196,662,987,246,257,240,258,467,572,518,507,826,1171,1080,1705,1560,834,291,386,1098,713,307
"G4201210","1980","A","1","2","Pennsylvania","42",,"Venango","121",,,,,,,,,,,,,"01",,,,,,,,"VENANGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",64444,31250,33194,63875,316,47,1,0,21,0,11,19,45,54,4,1,0,50,64234,96,21,2,91,943,1899,1802,904,891,2993,4117,1111,1123,1206,1192,1019,1056,982,951,3176,5338,4690,7003,7108,3588,1346,1923,4874,2533,676,480,982,929,469,457,1521,2139,597,551,630,599,539,516,480,470,1538,2637,2348,3418,3458,1682,647,888,2139,919,217,463,917,873,435,434,1472,1978,514,572,576,593,480,540,502,481,1638,2701,2342,3585,3650,1906,699,1035,2735,1614,459
"G4201230","1980","A","1","2","Pennsylvania","42",,"Warren","123",,,,,,,,,,,,,"01",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",47449,23069,24380,47201,47,65,1,0,11,10,11,20,44,3,0,0,0,36,47342,28,9,10,60,716,1376,1294,626,629,2263,3061,831,887,893,868,753,644,654,716,2232,3483,3345,5348,5233,2725,927,1478,3948,1938,581,361,710,680,321,313,1153,1585,415,490,454,471,368,334,321,339,1111,1724,1648,2607,2543,1274,407,699,1838,745,158,355,666,614,305,316,1110,1476,416,397,439,397,385,310,333,377,1121,1759,1697,2741,2690,1451,520,779,2110,1193,423
"G4201250","1980","A","1","2","Pennsylvania","42","6280","Washington","125",,,,,,,,,,,,,"D",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",217074,104673,112401,208710,7525,125,5,8,40,43,64,95,95,21,18,0,1,324,215710,332,71,24,937,2747,5374,5279,2714,2698,9531,13103,3592,3674,3679,3720,3701,3862,3866,3781,10474,16204,15251,23504,24362,14229,5377,7610,18329,7934,2479,1427,2778,2611,1381,1387,4944,6700,1849,1873,1913,1877,1852,1931,1982,1831,5303,8026,7507,11350,11571,6647,2451,3542,8107,2995,838,1320,2596,2668,1333,1311,4587,6403,1743,1801,1766,1843,1849,1931,1884,1950,5171,8178,7744,12154,12791,7582,2926,4068,10222,4939,1641
"G4201270","1980","A","1","2","Pennsylvania","42",,"Wayne","127",,,,,,,,,,,,,"02",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",35237,17223,18014,35057,82,23,1,0,6,3,5,16,14,4,0,0,1,25,35076,16,52,8,85,510,988,960,510,485,1636,2340,634,610,688,668,518,496,462,453,1531,2475,2431,3718,3649,1996,850,1169,3312,1632,516,261,508,504,271,258,827,1139,324,291,367,339,270,251,239,228,767,1292,1224,1900,1746,954,414,544,1495,665,145,249,480,456,239,227,809,1201,310,319,321,329,248,245,223,225,764,1183,1207,1818,1903,1042,436,625,1817,967,371
"G4201290","1980","A","1","2","Pennsylvania","42","6280","Westmoreland","129",,,,,,,,,,,,,"D",,,,,,,,"WESTMORELAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",392294,189658,202636,384011,6439,240,0,8,93,271,156,171,298,129,11,6,3,458,391048,441,114,42,649,4900,9470,9637,4948,4963,17151,25243,6842,7130,7115,6962,6259,6139,6060,6024,18925,30133,28990,43929,45368,25295,8979,13121,31005,13777,3929,2523,4927,4917,2519,2436,8831,13034,3526,3606,3628,3501,3241,3164,3017,2875,9501,14949,14200,21340,21640,11808,4131,6090,13750,5171,1333,2377,4543,4720,2429,2527,8320,12209,3316,3524,3487,3461,3018,2975,3043,3149,9424,15184,14790,22589,23728,13487,4848,7031,17255,8606,2596
"G4201310","1980","A","1","2","Pennsylvania","42",,"Wyoming","131",,,,,,,,,,,,,"02",,,,,,,,"WYOMING COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",26433,13098,13335,26291,74,6,0,0,6,4,2,13,11,1,0,1,0,24,26333,21,24,7,48,443,862,813,431,453,1549,1874,496,487,513,505,378,416,368,364,1283,2117,2225,3054,2384,1266,476,717,1813,884,262,235,437,407,223,231,812,987,261,254,286,273,207,225,188,175,622,1047,1125,1589,1137,580,231,333,824,342,67,208,425,406,208,222,737,887,235,233,227,232,171,191,180,189,661,1070,1100,1465,1247,686,245,384,989,542,195
"G4201330","1980","A","1","2","Pennsylvania","42","9280","York","133",,,,,,,,,,,,,"J",,,,,,,,"YORK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",312963,151946,161017,301151,9079,213,1,3,82,148,96,208,273,273,16,15,1,1404,310263,440,1535,69,656,4213,7945,8121,4092,4285,14956,20742,5160,5551,5804,5576,5172,5336,5119,5087,15887,26079,25310,37501,33502,17204,6022,8355,21717,11026,3201,2171,4012,4141,2039,2135,7579,10554,2673,2875,2836,2858,2540,2575,2434,2501,7816,12759,12558,18736,16459,8226,2902,3849,9582,4175,961,2042,3933,3980,2053,2150,7377,10188,2487,2676,2968,2718,2632,2761,2685,2586,8071,13320,12752,18765,17043,8978,3120,4506,12135,6851,2240
"G4400010","1980","N","1","1","Rhode Island","44",,"Bristol","001",,,,,,,,,,,,,"A",,,,,,,,"BRISTOL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",46942,22889,24053,46413,117,39,0,0,14,81,35,24,20,13,1,2,0,183,46199,63,33,13,634,514,1034,1063,517,488,1914,3037,810,902,971,902,1075,1139,1020,879,2209,3154,3231,5144,5478,3020,1107,1469,3602,1704,559,244,557,567,245,248,957,1572,429,467,494,456,573,558,528,464,1128,1584,1552,2516,2634,1445,509,742,1599,626,195,270,477,496,272,240,957,1465,381,435,477,446,502,581,492,415,1081,1570,1679,2628,2844,1575,598,727,2003,1078,364
"G4400030","1980","N","1","1","Rhode Island","44",,"Kent","003",,,,,,,,,,,,,"A",,,,,,,,"KENT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",154163,74166,79997,152458,605,143,2,0,54,184,159,97,136,8,10,0,0,307,153096,126,191,54,696,1922,3737,3776,1933,1951,6866,10352,2722,3003,2938,3009,2709,2657,2506,2444,7680,12217,12282,17552,17047,9552,3273,4465,10746,5304,1520,1015,1899,1920,985,1046,3513,5253,1415,1504,1480,1510,1363,1352,1248,1192,3722,5956,6004,8591,8174,4573,1557,2058,4577,1861,398,907,1838,1856,948,905,3353,5099,1307,1499,1458,1499,1346,1305,1258,1252,3958,6261,6278,8961,8873,4979,1716,2407,6169,3443,1122
"G4400050","1980","N","1","1","Rhode Island","44",,"Newport","005",,,,,,,,,,,,,"01",,,,,,,,"NEWPORT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",81383,40043,41340,76730,3012,277,2,3,63,61,423,67,26,16,16,14,1,672,80118,193,206,51,815,1108,2185,2043,1033,1163,3583,5329,1372,1498,1484,1409,1382,1534,1557,1569,4975,7168,6985,9397,7692,4006,1508,2163,5649,2744,847,576,1135,1045,529,612,1823,2693,718,753,739,713,734,755,806,818,2694,3684,3565,4849,3749,1874,693,968,2356,963,199,532,1050,998,504,551,1760,2636,654,745,745,696,648,779,751,751,2281,3484,3420,4548,3943,2132,815,1195,3293,1781,648
"G4400070","1980","N","1","1","Rhode Island","44",,"Providence","007",,,,,,,,,,,,,"A",,,,,,,,"PROVIDENCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",571349,268477,302872,530459,23056,1542,5,6,275,1179,504,352,529,251,39,35,11,13106,555414,842,3969,414,10710,7216,13339,12534,6461,6529,22494,33710,9297,9734,9893,9837,11268,12463,12120,11721,31171,45266,39533,56394,59284,34853,13251,18332,49643,26859,8147,3690,6661,6407,3296,3369,11491,17197,4748,4930,5062,4952,5427,6014,5804,5616,15147,22180,19508,26975,28026,16192,6022,8120,20243,9085,2315,3526,6678,6127,3165,3160,11003,16513,4549,4804,4831,4885,5841,6449,6316,6105,16024,23086,20025,29419,31258,18661,7229,10212,29400,17774,5832
"G4400090","1980","N","1","1","Rhode Island","44",,"Washington","009",,,,,,,,,,,,,"01",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",93317,45676,47641,90632,794,871,5,3,68,213,97,52,140,26,5,0,2,409,92620,118,222,29,328,1315,2511,2395,1191,1145,4197,5959,1582,1673,1592,1679,2313,2709,2414,2501,5465,8410,7789,10376,8303,4317,1597,2286,5922,2771,905,690,1275,1206,637,562,2145,3128,812,887,836,843,1084,1285,1197,1169,2759,4242,3954,5159,4065,2098,746,1045,2565,1031,256,625,1236,1189,554,583,2052,2831,770,786,756,836,1229,1424,1217,1332,2706,4168,3835,5217,4238,2219,851,1241,3357,1740,649
"G4500010","1980","A","3","5","South Carolina","45",,"Abbeville","001",,,,,,,,,,,,,"04",,,,,,,,"ABBEVILLE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",22627,10865,11762,15103,7456,14,0,0,11,4,6,4,8,0,2,1,0,18,22450,125,0,2,50,348,657,599,351,326,1132,1546,377,427,419,406,458,497,478,471,1115,1732,1571,2348,2297,1217,456,578,1800,765,256,159,329,301,191,160,611,769,184,215,216,203,218,245,223,231,575,828,775,1159,1123,566,213,265,752,277,77,189,328,298,160,166,521,777,193,212,203,203,240,252,255,240,540,904,796,1189,1174,651,243,313,1048,488,179
"G4500030","1980","A","3","5","South Carolina","45","0600","Aiken","003",,,,,,,,,,,,,"B",,,,,,,,"AIKEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",105625,51436,54189,78965,26152,117,0,0,23,38,9,29,58,31,18,2,1,182,104890,455,45,32,203,1745,3264,3096,1644,1609,5484,7321,1902,2114,2078,2104,1877,1905,1841,1636,5412,8589,7851,12142,11748,5578,2089,2573,6705,2646,672,893,1676,1580,832,783,2907,3816,967,1111,1035,1127,947,1006,915,768,2638,4240,3803,5837,5673,2689,980,1218,2868,963,164,852,1588,1516,812,826,2577,3505,935,1003,1043,977,930,899,926,868,2774,4349,4048,6305,6075,2889,1109,1355,3837,1683,508
"G4500050","1980","A","3","5","South Carolina","45",,"Allendale","005",,,,,,,,,,,,,"06",,,,,,,,"ALLENDALE COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",10700,5080,5620,3951,6690,4,0,0,6,12,0,2,10,0,1,0,0,24,10528,149,3,3,17,167,374,383,184,169,611,841,222,221,230,218,192,170,180,153,499,842,830,1017,885,553,212,266,838,347,96,92,201,202,100,82,314,442,116,124,123,111,101,82,94,76,221,417,392,476,407,243,90,121,327,107,19,75,173,181,84,87,297,399,106,97,107,107,91,88,86,77,278,425,438,541,478,310,122,145,511,240,77
"G4500070","1980","A","3","5","South Carolina","45","0405","Anderson","007",,,,,,,,,,,,,"02",,,,,,,,"ANDERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",133235,63912,69323,109823,22895,109,4,0,23,42,23,36,65,52,8,0,1,154,132410,481,62,26,256,1948,3945,3831,2008,1919,6813,8727,2195,2363,2472,2457,2432,2438,2261,2091,6551,10529,10386,16339,13919,7124,2626,3513,9504,3931,913,1023,2018,1927,1019,995,3535,4384,1112,1198,1265,1251,1185,1188,1122,1052,3155,5098,5042,8051,6712,3247,1182,1577,3992,1347,235,925,1927,1904,989,924,3278,4343,1083,1165,1207,1206,1247,1250,1139,1039,3396,5431,5344,8288,7207,3877,1444,1936,5512,2584,678
"G4500090","1980","A","3","5","South Carolina","45",,"Bamberg","009",,,,,,,,,,,,,"06",,,,,,,,"BAMBERG COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",18118,8545,9573,7696,10371,6,0,0,2,3,0,2,27,4,0,0,0,7,17929,135,8,23,23,303,564,542,276,309,911,1305,355,386,415,404,474,486,555,384,952,1317,1214,1674,1596,858,356,477,1315,544,146,142,296,255,141,156,458,645,172,214,215,216,251,216,248,167,433,612,597,805,730,392,148,238,566,185,47,161,268,287,135,153,453,660,183,172,200,188,223,270,307,217,519,705,617,869,866,466,208,239,749,359,99
"G4500110","1980","A","3","5","South Carolina","45",,"Barnwell","011",,,,,,,,,,,,,"06",,,,,,,,"BARNWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",19868,9507,10361,11564,8236,21,0,0,1,1,7,1,11,0,1,0,0,25,19597,212,7,6,46,352,657,761,339,362,1187,1455,364,416,391,428,346,301,326,326,980,1617,1475,2020,1860,950,360,484,1325,606,180,185,349,372,191,190,604,755,189,211,199,220,162,163,138,172,445,769,724,973,866,446,178,203,532,223,48,167,308,389,148,172,583,700,175,205,192,208,184,138,188,154,535,848,751,1047,994,504,182,281,793,383,132
"G4500130","1980","A","3","5","South Carolina","45",,"Beaufort","013",,,,,,,,,,,,,"08",,,,,,,,"BEAUFORT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65364,34856,30508,42454,21504,126,2,1,112,29,144,18,54,14,32,22,19,833,63475,677,564,98,550,1332,2266,1936,927,899,2799,3334,971,980,1058,1686,2490,2799,2429,2227,5395,6617,4376,5440,4522,2723,1146,1709,3828,1162,313,648,1099,1023,448,464,1376,1630,461,509,528,1161,1773,2069,1652,1527,3162,3453,2263,2696,2043,1172,529,788,1847,444,91,684,1167,913,479,435,1423,1704,510,471,530,525,717,730,777,700,2233,3164,2113,2744,2479,1551,617,921,1981,718,222
"G4500150","1980","A","3","5","South Carolina","45","1440","Berkeley","015",,,,,,,,,,,,,"08",,,,,,,,"BERKELEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",94727,47749,46978,68741,23362,170,1,1,104,41,1513,20,39,45,18,14,2,656,92840,677,301,62,847,2009,3671,3627,1800,1758,5887,7230,1869,1924,1981,1926,1773,1823,1820,1881,6255,9234,8431,11591,7848,3209,1153,1444,3283,1069,231,1064,1880,1815,918,932,3009,3734,925,976,989,1042,928,969,953,961,3255,4530,4259,5902,3936,1558,585,710,1401,447,71,945,1791,1812,882,826,2878,3496,944,948,992,884,845,854,867,920,3000,4704,4172,5689,3912,1651,568,734,1882,622,160
"G4500170","1980","A","3","5","South Carolina","45",,"Calhoun","017",,,,,,,,,,,,,"06",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",12206,5833,6373,5484,6702,1,0,0,2,0,2,2,0,0,6,0,0,7,12103,64,4,12,23,194,407,393,190,185,640,858,235,266,289,272,237,250,209,203,611,962,879,1293,1046,594,255,327,909,404,98,92,209,208,94,84,303,459,110,131,153,141,122,122,109,93,297,450,436,643,479,270,120,142,395,143,28,102,198,185,96,101,337,399,125,135,136,131,115,128,100,110,314,512,443,650,567,324,135,185,514,261,70
"G4500190","1980","A","3","5","South Carolina","45","1440","Charleston","019",,,,,,,,,,,,,"C",,,,,,,,"CHARLESTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",276974,140513,136461,178132,95251,394,12,5,179,172,993,145,157,170,53,15,8,1288,273269,1539,608,204,1354,4805,8177,7731,3769,3532,12610,16661,4546,5100,5293,5327,6386,7757,8302,8496,21485,27798,21748,28514,24481,12682,4405,5927,14435,5548,1459,2372,4182,3945,1923,1839,6361,8529,2350,2605,2666,2666,3605,4587,5103,5335,12434,14635,11116,14143,11325,5896,1969,2686,6063,1804,374,2433,3995,3786,1846,1693,6249,8132,2196,2495,2627,2661,2781,3170,3199,3161,9051,13163,10632,14371,13156,6786,2436,3241,8372,3744,1085
"G4500210","1980","A","3","5","South Carolina","45",,"Cherokee","021",,,,,,,,,,,,,"03",,,,,,,,"CHEROKEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40983,19627,21356,32800,7988,37,1,0,41,0,0,5,35,2,2,0,0,72,40671,190,55,6,61,584,1204,1169,640,683,2270,3030,799,798,758,765,719,641,710,643,1969,3333,3084,4779,4215,2226,704,980,2743,1241,296,293,638,610,312,333,1173,1478,398,400,385,404,370,318,325,303,963,1665,1519,2387,1972,1057,323,420,1083,420,78,291,566,559,328,350,1097,1552,401,398,373,361,349,323,385,340,1006,1668,1565,2392,2243,1169,381,560,1660,821,218
"G4500230","1980","A","3","5","South Carolina","45",,"Chester","023",,,,,,,,,,,,,"03",,,,,,,,"CHESTER COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",30148,14256,15892,18455,11630,27,0,0,2,0,1,8,17,2,1,0,0,5,29936,128,1,9,74,488,914,853,497,525,1572,2135,568,620,579,603,527,518,478,452,1466,2346,2071,3206,3055,1630,642,853,2350,960,240,249,451,446,243,252,792,1112,267,312,291,308,292,249,247,193,714,1162,1026,1482,1442,776,309,358,892,331,60,239,463,407,254,273,780,1023,301,308,288,295,235,269,231,259,752,1184,1045,1724,1613,854,333,495,1458,629,180
